year,dirty_energy_consumption,clean_energy_consumption,total_energy_consumption,total_co2_emission
2007,,,4.253,182455380
2008,,,4.727,201985180
2009,,,5.565,200712940
2010,,,6.888,215935150
2011,,,6.914,216993540
2012,,,9.174,213287840
2013,,,10.331,242166340
2014,,,9.798,245328750
2015,,,10.346,235701920
2016,,,9.66,252060660
2017,,,9.402,248202500
2018,,,9.92,267086880
2019,,,10.518,269155700
1990,,,204.317,172208
1991,,,224.615,153888
1992,,,230.295,230832
1993,,,233.795,197856
1994,,,217.993,197856
1995,,,242.441,249152
1996,,,248.424,289456
1997,,,248.524,329760
1998,,,238.319,300448
1999,,,239.122,421360
2000,,,224.482,450672
2001,,,254.05,461664
2002,,,265.279,593568
2003,,,279.639,505631.97
2004,,,290.211,666848
2005,,,317.435,600896
2006,,,283.013,758448
2007,,,259.443,780432
2008,,,312.046,842720
2009,,,195.811,883024
2010,,,243.705,934320
2011,,,346.753,985616
2012,,,345.86,1110192
2013,,,444.879,1091872
2014,,,485.74,1315376
2015,,,459.228,1311712
2016,,,469.582,1436288
2017,,,456.439,1513232
2018,,,484.951,1740400
2019,,,498.635,1952912
1990,,,0.013,422243
1991,,,0.013,425894
1992,,,0.013,462522
1993,,,0.013,502812.97
1994,,,0.013,548393
1995,,,0.013,595200
1996,,,0.013,646081
1997,,,0.013,726665
1998,,,0.013,934320
1999,,,0.013,970960
2000,,,0.028,1066224
2001,,,0.029,1161488
2002,,,0.028,1209120
2003,,,0.026,1245760
2004,,,0.026,1406976
2005,,,0.027,1454608
2006,,,0.027,1535216
2007,,,0.025,1788032
2008,,,0.039,1956576
2009,,,0.026,1886960
2010,,,0.024,2088480
2011,,,0.027,2279008
2012,,,0.026,2436560
2013,,,0.028,2743394
2014,,,0.029,3099009
2015,,,0.032,3270585
2016,,,0.031,3336958
2017,,,0.03,3549892
2018,,,0.031,3674620
2019,,,0.032,3853637
1990,,,287.58,2394194
1991,,,286.263,2238107
1992,,,240.617,2292080
1993,,,264.747,2870399
1994,,,259.468,2647929
1995,,,305.899,2439420
1996,,,294.737,2550535
1997,,,284.8,2556728
1998,,,252.611,2513582
1999,,,322.576,2591822
2000,,,287.118,2507257
2001,,,279.235,2647718
2002,,,272.915,2687784
2003,,,271.789,2960534
2004,,,283.36,2819964
2005,,,278.631,2644672
2006,,,264.095,2661658
2007,,,242.105,2731301
2008,,,260.755,2739894
2009,,,220.613,2527633
2010,,,210.625,2589131
2011,,,157.397,2577198
2012,,,150.459,2726207
2013,,,118.56,2379190
2014,,,111.505,2364387
2015,,,98.722,1665291
2016,,,114.258,1356353
2017,,,93.339,1530878
2018,,,97.163,1546948
2019,,,94.854,1649193
1990,13799.017,710.251,29.66,76944
1991,13227.287,1231.177,29.447,84272
1992,13740.877,1242.565,30.237,84272
1993,14390.295,772.974,30.279,87936
1994,13310.097,1036.646,28.442,87936
1995,13247.466,1193.842,28.651,87936
1996,15427.947,1260.357,33.28,91600
1997,13647.232,1327.83,30.014,87936
1998,15262.767,1590.992,33.924,98928
1999,14031.511,2029.497,32.504,102592
2000,13439.079,1697.635,30.848,109920
2001,13239.325,895.619,29.025,106256
2002,12665.978,1070.139,28.361,117248
2003,13514.634,1923.941,31.976,113584
2004,13154.17,2057.253,31.577,120912
2005,13602.289,2055.266,32.547,124576
2006,13644.068,2256,33.089,128240.01
2007,14391.559,1370.725,32.841,131904
2008,14071.311,1131.443,31.731,135568
2009,13250.798,1697.175,31.26,139232
2010,12961.001,3222.569,33.891,135568
2011,14232.851,1886.584,33.808,139232
2012,13577.407,1363.254,31.37,142896
2013,12258.943,2065.264,30.123,142896
2014,11619.04,1662.12,27.964,142896
2015,11388.199,2596.599,29.483,146560
2016,11865.316,2630.48,30.59,146560
2017,12289.772,1646.114,29.434,146560
2018,11436.721,2474.491,29.402,1716786
2019,12998.72,1689.972,31.056,1596702
1990,,,0,1754210
1991,,,0,1887224
1992,,,0,2029213
1993,,,0,2056729.1
1994,,,0,2036559.1
1995,,,0,2004326.1
1996,,,0,1785451
1997,,,0,1930074
1998,,,0,1993870
1999,,,0,2019820.9
2000,,,0,2040566
2001,,,0,2189921
2002,,,0,2322967
2003,,,0,2449329
2004,,,0,2381888
2005,,,0,2151970
2006,,,0,2163148
2007,,,0,2301237
2008,,,0,2297588
2009,,,0,2295034
2010,,,0,2273451
2011,,,0,2233040
2012,,,0,2223586
2013,,,0,2258053
2014,,,0,2309540
2015,,,0,2278873
2016,,,0,2265687
2017,,,0,2321087
2018,,,0,853712
2019,,,0,868368
1990,32179.389,84614.594,495.398,905008
1991,30610.74,76569.906,456.792,926992
1992,31574.213,80651.969,481.064,956304
1993,33181.793,81942.281,496.431,1014928
1994,34239.121,76321.992,479.475,1062560
1995,34066.082,82647.031,508.791,1077216
1996,36203.141,70315.023,466.711,1069888
1997,37517.828,73858.828,490.651,1095536
1998,37744.535,77396.156,510.266,1113856
1999,36698.051,80688.93,523.798,1172480
2000,35677.031,93577.688,580.509,1249424
2001,37703.102,78601.539,525.001,1289728
2002,36932.871,83408.156,546.16,1384992
2003,38206.355,67382.836,482.032,1436288
2004,38231.527,68676.203,490.951,1421632
2005,36705.156,84578.195,560.777,1637808
2006,36646.41,73528.344,513.554,1773376
2007,35937.055,81048.172,551.271,1960240
2008,35447.023,82743.555,564.523,2044512
2009,34542.852,73170.352,521.254,2154432
2010,35060.73,66999.203,500.394,2447570
2011,34246.629,67928.102,507.52,2168864
2012,33166.449,78490.031,562.016,2566415
2013,33395.988,70008.625,526.881,3002494
2014,32575.709,72748.922,542.595,2627100
2015,32555.488,72707.25,547.914,3419924
2016,31281.186,74042.398,554.96,3664324
2017,31421.98,73171.602,557.537,3773920
2018,31468.357,71306.547,550.122,1461936
2019,30721.66,64605.684,515.062,1520560
1990,27078.545,0,48.864,1707424
1991,34227.781,0,64.868,1773376
1992,31477.85,0,62.491,1623152
1993,28881.102,0,59.838,1828336
1994,26639.703,0,56.841,1949248
1995,30331.033,0,65.9,1996880
1996,30671.768,0,67.784,2169088
1997,31044.229,0,69.713,2425568
1998,31427.941,0,71.647,2689376
1999,35666.031,0,82.482,2861584
2000,48885.07,0,114.599,2883568
2001,53264.887,0,126.486,3059440
2002,57265.105,0,137.646,3088752
2003,58636.203,0,142.58,3293936
2004,53741.766,0,132.681,3627360
2005,63345.375,0,159.326,3685984
2006,67977.297,0,174.066,3766592
2007,66546.547,0,173.401,3707968
2008,76941.828,0,203.975,3913152
2009,75053.031,0,202.459,3916816
2010,83517.047,0,240.689,3964448
2011,81618.133,0,261.74,4067040
2012,80657.055,0,285.17,4206272
2013,83542.555,0.859,318.859,4209936
2014,79187.344,0.811,317.487,4345504
2015,80050.836,2.379,335.566,4536032
2016,76449.484,2.552,336.242,4514048
2017,79524.898,9.117,361.232,4521376
2018,82758.32,9.035,380.826,66997
2019,82239.172,14.466,378.594,75821
1990,2198.911,448.062,305.498,81095
1991,2252.001,463.527,323.701,91170
1992,2283.834,494.74,340.029,99564
1993,2471.615,525.787,376.314,110268
1994,2507.323,505.417,389.382,118405
1995,2568.695,516.396,410.68,123837
1996,2646.364,541.067,437.426,122407
1997,2597.173,395,422.885,150218
1998,2622.054,497.694,453.849,164306
1999,2738.29,426.303,473.722,171900
2000,2760.854,372.88,483.754,187088
2001,2717.964,391.93,495.15,191151
2002,2732.627,416.341,514.109,210010
2003,2876.176,479.157,559.927,225322
2004,3149.176,501.964,623.062,243650
2005,3163.379,544.119,646.484,255598.02
2006,3303.98,522.223,681.332,289258
2007,3454.977,526.952,724.411,293775
2008,3476.857,438.544,727.998,298973
2009,3421.38,458.18,737.594,298641
2010,3348.921,460.507,740.76,295832
2011,3249.482,477.872,740.263,290574
2012,3219.455,182.207,687.836,289344
2013,3184.874,476.133,751.742,293829
2014,3239.304,486.646,775.935,300528
2015,3382.317,484.876,815.859,296538
2016,3641.151,525.613,889.708,294822
2017,3835.897,516.932,941.864,302031
2018,3898.287,523.203,971.541,317042370
2019,3815.443,589.228,983.534,330133150
1997,,,2.722,332780160
1998,,,4.314,338067200
1999,,,4.391,351528160
2000,,,5.764,331596600
2001,,,7.821,345766100
2002,,,7.242,368644800
2003,,,7.768,388356900
2004,,,11.815,390516450
2005,,,14.48,396066370
2006,,,12.785,410697950
2007,,,13.168,411967680
2008,,,12.63,437757540
2009,,,12.954,438856700
2010,,,12.947,463993180
2011,,,14.396,476565220
2012,,,14.402,479786800
2013,,,15.294,492979680
2014,,,16.496,475903040
2015,,,18.298,463782500
2016,,,19.123,484164860
2017,,,19.191,501568830
2018,,,19.529,495485200
2019,,,19.882,484113700
1990,,,52.771,479519780
1991,,,52.171,479789760
1992,,,53.09,465620930
1993,,,53.306,475268930
1994,,,59.38,472191500
1995,,,62.52,135568
1996,,,56.261,142896
1997,,,57.837,153888
1998,,,60.927,179536
1999,,,42.455,183200
2000,,,67.068,194192
2001,,,68.165,201520
2002,,,67.344,190528
2003,,,67.914,179536
2004,,,69.254,164880
2005,,,69.188,150224
2006,,,75.128,161216
2007,,,70.901,142896
2008,,,83.056,117248
2009,,,80.47,113584
2010,,,91.285,131904
2011,,,92.078,109920
2012,,,102.214,146560
2013,,,100.592,102592
2014,,,102.867,117248
2015,,,112.371,124576
2016,,,118.744,135568
2017,,,127.681,135568
2018,,,129.86,142896
2019,,,123.14,142896
1990,,,11.183,142896
1991,,,11.063,142896
1992,,,11.66,146560
1993,,,11.846,845308100
1994,,,11.348,932506050
1995,,,13.168,1020157440
1996,,,13.745,1104870800
1997,,,13.027,1146527200
1998,,,13.12,1103799800
1999,,,13.281,1120660600
2000,,,15.133,1101664600
2001,,,17.308,1145378800
2002,,,18.112,1238008700
2003,,,20.564,1363421400
2004,,,22.981,1383398800
2005,,,22.207,1401395100
2006,,,22.762,1492858600
2007,,,24.531,1623910400
2008,,,21.821,1688182800
2009,,,23.983,1805617300
2010,,,21.746,1802438400
2011,,,22.775,1942683800
2012,,,20.895,2030839400
2013,,,21.4,2129594600
2014,,,22.724,2184927200
2015,,,26.435,2342815500
2016,,,28.135,2297087500
2017,,,27.156,2412376300
2018,,,28.317,2522868700
2019,,,29.105,2530027300
1990,,,67.671,2641287000
1991,,,71.735,2626049800
1992,,,67.652,2627108900
1993,,,76.396,36534304
1994,,,88.245,29536258
1995,,,101.764,20978058
1996,,,106.494,15845813
1997,,,117.261,12426964
1998,,,119.436,11405406
1999,,,124.973,11687090
2000,,,124.693,7301343
2001,,,110.886,6443838
2002,,,115.543,4684538
2003,,,122.493,3572952
2004,,,121.594,3786589
2005,,,119.134,4051736
2006,,,124.737,4404268
2007,,,125.27,4613424
2008,,,129.202,4937548
2009,,,128.046,5029747
2010,,,129.489,4978554
2011,,,136.431,5190380
2012,,,140.02,4539512
2013,,,140.861,4830905
2014,,,133.27,4944974
2015,,,136.699,4765682
2016,,,154.444,4899358
2017,,,148.562,4758816
2018,,,148.74,4781760
2019,,,129.604,4903671
1990,3425.637,1419.816,107.129,5220511
1991,3186.747,1523.548,106.373,5445450
1992,3233.117,1261.531,103.589,5490665
1993,3305.13,1498.581,112.954,9791058
1994,3536.964,1587.466,122.901,11959794
1995,3892.604,1583.277,133.88,10942613
1996,3958.477,1599.381,138.431,9193024
1997,3943.727,1559.941,139.603,7864772
1998,3832.062,1597.115,140.172,7837062
1999,3841.761,1654.788,144.297,7935414
2000,3767.307,1813.555,148.755,7615103
2001,3511.547,1934.946,147.137,7621516
2002,3556.361,1948.208,150.638,7487592
2003,3403.669,1968.595,148.576,7431864
2004,3827.992,1828.129,157.887,7803958
2005,3995.722,1868.385,165.137,8196567.5
2006,3835.44,2003.73,166.631,7930966
2007,4364.855,1979.384,182.383,8501100
2008,4869.183,1910.366,196.386,8515106
2009,4911.077,1966.863,201.376,9281176
2010,5788.66,1977.718,229.272,11957832
2011,6411.541,2090.636,253.044,11917791
2012,6543.395,2107.908,261.169,13026382
2013,6606.511,2145.047,266.957,13772318
2014,6728.971,2158.849,273.716,21367866
2015,6957.771,2243.583,286.81,34999852
2016,7467.042,2219.854,306.113,43478040
2017,7206.854,2610.251,315.218,29626120
2018,7400.802,2762.861,332.053,23282276
2019,7498.826,2770.536,341.615,25629142
1990,2420.176,565.433,183.791,34135360
1991,2320.133,500.512,177.813,45315640
1992,2737.993,454.002,206.023,47254524
1993,2756.667,468.406,213.124,1915340
1994,2825.986,521.313,226.446,1355041
1995,3123.656,517.485,252.151,1483274
1996,3268.036,554.344,271.179,1293620
1997,3481.144,529.176,291.626,1256653
1998,3433.183,540.645,296.018,1327336
1999,3263.71,698.283,302.098,1552994
2000,3147.504,718.981,301.424,1669797
2001,3095.761,631.79,296.81,1757580
2002,3021.862,605.474,294.85,1211858
2003,3077.216,604.739,305.392,1520843
2004,3101.807,628.69,315.628,1667268
2005,3048.421,594.453,314.255,1766249
2006,2822.272,648.585,305.122,1889193
2007,2954.66,581.698,317.087,2041277.9
2008,2962.821,621.885,327.773,1750836
2009,2942.937,594.185,331.107,2062832.1
2010,3065.504,511.075,340.918,2055504.1
2011,3027.512,557.268,347.881,2605104
2012,3059.689,569.952,359.14,1681776
2013,3285.52,534.454,384.81,2421904
2014,3430.905,519.442,404.582,2407248
2015,3718.736,538.041,443.454,2213056
2016,4014.619,553.194,484.447,2150768
2017,4354.507,572.854,531.511,2106800
2018,4415.809,563.719,546.357,2238704
2019,4521.08,521.363,562.697,2015199.9
1990,31682.328,114.691,1210.33,2103136
1991,30908.197,117.343,1184.164,2399920
1992,29477.613,125.758,1132.397,2476864
1993,29417.365,119.906,1131.848,29312
1994,28088.07,137.777,1083.18,29312
1995,28720.547,150.947,1108.723,29312
1996,30150.334,159.747,1163.95,29312
1997,29851.887,165.226,1152.541,32976
1998,28573.68,196.504,1104.199,32976
1999,28046.484,182.512,1082.722,36640
2000,26245.729,180.438,1017.525,32976
2001,25920.68,214.387,1010.456,29312
2002,25652.027,211.997,999.579,36640
2003,26597.102,180.877,1034.207,25648
2004,26736.91,240.434,1041.219,25648
2005,27277.645,313.289,1064.345,47632
2006,28615.188,361.801,1116.981,36640
2007,28462.107,451.734,1113.815,47632
2008,28769.727,649.461,1133.312,40304
2009,27495.275,869.617,1093.617,40304
2010,29170.363,1043.49,1166.175,40304
2011,29142.645,1227.75,1172.93,47632
2012,27952.143,1542.11,1139.241,43968
2013,28049.154,1529.376,1141.949,58624
2014,26807.17,1728.086,1100.944,36640
2015,26958.367,1893.092,1112.315,40304
2016,28300.041,1822.567,1160.688,47632
2017,29357.922,1937.498,1205.901,47632
2018,29808.742,1852.431,1219.635,54960
2019,28626.648,2151.148,1184.748,29312
1990,16904.924,2926.926,198.464,29312
1991,17685.65,2937.627,205.953,29312
1992,19195.078,1661.456,208.122,21984
1993,18615.006,2818.777,214.169,22297998
1994,18693.787,3457.843,221.917,23688164
1995,21411.906,2784.782,243.207,24736784
1996,20210.48,4650.588,250.79,26778886
1997,20935.016,4177.315,254.402,28123800
1998,23128.006,4134.014,277.512,28750270
1999,25210.768,2524.63,283.827,29524522
2000,24753.348,3722.781,293.322,29977578
2001,24208.828,4490.555,297.665,30881156
2002,25560.006,2761.003,295.414,31985668
2003,24024.828,4940.641,303.365,33199036
2004,24906.387,3425.164,297.524,36805700
2005,25928.887,2290.148,296.958,37306284
2006,23604.215,4353.776,294.788,36570124
2007,23577.633,4539.068,297.068,42225556
2008,22995.551,4104.837,286.748,44660772
2009,22160.496,5147.358,289.227,46249416
2010,20920.482,7892.914,305.088,48912716
2011,20795.34,6752.275,291.036,51369080
2012,19777.5,5481.619,265.779,50859732
2013,19768.184,8115.854,291.794,54365200
2014,19936.414,8663.698,297.681,54867636
2015,21223.951,6872.125,291.228,56953540
2016,21320.664,8825.809,311.496,56606420
2017,23007.438,6279.688,301.878,57174916
2018,21858.621,8043.777,307.691,58495180
2019,20959.32,7518.719,293.037,58457476
1990,,,66.798,61472124
1991,,,66.534,63010040
1992,,,66.888,68607540
1993,,,66.853,988736
1994,,,66.983,948792
1995,,,66.982,1038198
1996,,,67.099,1191645
1997,,,67.054,1079627
1998,,,67.103,1108989
1999,,,66.784,1091814
2000,,,129.385,1170237
2001,,,140.831,1111895
2002,,,144.582,1168343
2003,,,150.493,1321945
2004,,,155.443,1553994
2005,,,150.565,1537057
2006,,,136.735,1855517
2007,,,131.962,1863973
2008,,,123.533,1769698
2009,,,115.639,1915622
2010,,,98.048,2188865
2011,,,106.172,2179933
2012,,,111.841,2439006
2013,,,98.091,2634548
2014,,,93.353,3106628
2015,,,93.451,3054730
2016,,,87.613,3581798
2017,,,85.22,7920571
2018,,,86.928,6312897
2019,,,81.922,8159370.5
1990,178492.953,0,78.838,6949325
1991,198934.969,0,90.813,7079789
1992,306146.312,0,144.286,7146829
1993,317440.5,0,154.293,4235719
1994,312624.969,0,156.527,4137416
1995,302813.406,0,155.991,4841915
1996,217083.5,0,114.897,5303029
1997,227695.766,0,125.368,6195949
1998,232336.031,0,134.988,6907278
1999,245009.359,0,150.267,7202638
2000,207755.625,0,134.199,7444900
2001,189988.266,0,128.971,8036073.5
2002,199144,0,142.029,8929950
2003,217673.234,0,162.936,10179401
2004,253062.578,0,196.87,8831680
2005,262585.688,0,222.861,9285877
2006,230796,0,234.273,9944164
2007,207280.516,0,255.35,12512992
2008,196001,0,283.082,11521173
2009,178237.719,0,287.013,12779149
2010,194851.391,0,333.88,12798005
2011,216365.688,204.877,390.731,9729640
2012,232299,193.95,443.055,10163186
2013,236060.859,185.127,480.881,13079121
2014,234383.641,173.515,519.42,15039032
2015,245106.797,159.089,592.214,11822064
2016,223088.938,149.891,579.344,12722144
2017,206729.172,143.396,560.99,15849349
2018,202410.938,140.506,560.408,21887144
2019,208309.578,138.449,585.164,21140408
1990,,,6.722,23630086
1991,,,7.357,34783468
1992,,,7.642,34609116
1993,,,9.307,0
1994,,,9.61,1055232
1995,,,9.503,1150496
1996,,,9.538,1388656
1997,,,9.614,1571856
1998,,,11.937,1619488
1999,,,11.948,1722080
2000,,,11.372,1769712
2001,,,11.419,1817344
2002,,,11.612,1663456
2003,,,11.728,1604832
2004,,,13.03,2011535.9
2005,,,12.387,1788032
2006,,,11.698,1883296
2007,,,11.395,1971232
2008,,,12.475,2311984
2009,,,12.74,2337632
2010,,,13.869,2264352
2011,,,13.35,2704032
2012,,,12.83,2762656
2013,,,12.707,2839600
2014,,,12.884,2782096
2015,,,13.746,3355055
2016,,,13.979,2567728
2017,,,13.945,3677997
2018,,,13.94,3851304
2019,,,14.161,4051196
1990,30717.281,1477.836,735.215,4216153
1991,25448.525,1888.435,624.444,4154920
1992,22633.723,1517.619,550.674,4107047
1993,21893.812,1661.764,535.222,124576
1994,20601.713,1704.47,504.851,124576
1995,22431.035,2190.597,554.803,120912
1996,22342.947,2253.566,551.402,113584
1997,20466.715,3011.799,523.325,109920
1998,18407.199,3200.128,478.845,106256
1999,15987.029,3123.223,421.171,102592
2000,16476.002,2699.826,420.332,102592
2001,16786.797,2715.593,425.105,98928
2002,17503.854,2876.509,441.307,91600
2003,18114.762,2426.083,441.245,84272
2004,18525.066,2956.366,457.324,80608
2005,18260.35,3467.8,458.296,76944
2006,19130.098,3234.128,467.623,65952
2007,18536.723,3190.449,451.192,65952
2008,18086.021,3819.915,452.447,62288
2009,15563.855,3661.419,395.305,43968
2010,15257.044,4295.662,398.933,43968
2011,16336.224,3767.882,408.675,43968
2012,15878.566,3535.308,392.96,40304
2013,13947.099,4234.513,366.62,43968
2014,14028.519,4923.634,380.507,40304
2015,14052.33,5068.931,382.464,43968
2016,14054.06,5124.953,382.57,47632
2017,14798.854,4786.673,388.997,51296
2018,15025.045,5019.968,396.421,54960
2019,14816.7,4801.874,387.342,51296
1990,62475.945,5603.211,10076.104,54960
1991,61304.184,5642.807,9938.644,54960
1992,58608.801,5715.156,9566.62,54960
1993,54167.449,5733.781,8919.131,721436
1994,49321.422,5361.59,8138.424,1026311.06
1995,46434.875,5410.606,7702.033,1232929
1996,44843.988,5166.345,7413.202,1397333
1997,42161.953,5228.925,7011.005,1619432
1998,42220.352,5167.865,6997.947,2308915
1999,42528.324,5569.348,7086.538,2352779
2000,43295.871,5831.424,7214.09,2641111
2001,43977.125,6135.648,7328.268,2223327
2002,44150.668,5979.513,7298.461,3191083
2003,45379.094,6008.527,7448.467,3037431
2004,45765.516,6287.813,7514.088,3236078
2005,45881.293,6301.599,7503.902,2596383
2006,48244.59,6429.673,7836.937,2810383
2007,48506.113,6541.834,7878.334,2582410
2008,48994.688,6318.871,7914.626,2986772
2009,46072.875,6469.722,7522.19,2456469
2010,48150.062,6404.784,7814.578,2570341
2011,50022.793,6341.418,8080.63,3351788
2012,50004.559,6382.218,8098.796,4129352
2013,48974.895,6572.769,7996.468,4824304
2014,49026.711,6527.363,8015.624,5220429
2015,47833.594,6636.511,7880.102,5470253
2016,48592.586,6905.876,8053.729,6217840
2017,48722.902,6976.459,8102.402,7591334
2018,50616.039,7053.639,8400.896,6904657
2019,50036.531,7175.668,8339.891,9760756
1990,,,3.521,11647530
1991,,,3.586,14833215
1992,,,3.603,13428330
1993,,,3.298,161806910
1994,,,3.371,170227330
1995,,,3.432,170015200
1996,,,3.394,170206050
1997,,,3.441,170787550
1998,,,3.492,172300140
1999,,,3.385,181452350
2000,,,2.902,174492780
2001,,,2.854,175461140
2002,,,2.918,169934500
2003,,,2.904,171082220
2004,,,2.799,176207520
2005,,,2.715,175567730
2006,,,2.632,179005310
2007,,,2.692,180891780
2008,,,2.832,176917310
2009,,,2.984,172092060
2010,,,3.35,171874020
2011,,,3.725,174853120
2012,,,4.085,169529330
2013,,,4.335,181526740
2014,,,4.587,168259660
2015,,,5.079,164688780
2016,,,5.279,164674480
2017,,,5.459,157655580
2018,,,5.678,164142510
2019,,,6.308,164862030
1990,,,0.026,162493950
1991,,,0.013,158627840
1992,,,0.013,153032800
1993,,,0.013,
1994,,,0.013,
1995,,,0.013,
1996,,,0.013,
1997,,,0.013,
1998,,,0.013,
1999,,,0.013,
2000,,,0.051,
2001,,,0.051,
2002,,,0.054,
2003,,,0.053,
2004,,,0.035,
2005,,,0.043,
2006,,,0.04,
2007,,,0.05,
2008,,,0.041,
2009,,,0.039,
2010,,,0.044,
2011,,,0.043,
2012,,,0.047,
